OBJECTID,weimer_dis7,X,Y,srtm_weimer_clip_ProjectRast11
131,564,635370.000000000000000,4332090.000000000000000,0.000000000000000
132,577,635400.000000000000000,4332090.000000000000000,0.000000000000000
133,592,635430.000000000000000,4332090.000000000000000,0.000000000000000
134,607,635460.000000000000000,4332090.000000000000000,0.000000000000000
135,624,635490.000000000000000,4332090.000000000000000,0.000000000000000
136,642,635520.000000000000000,4332090.000000000000000,0.000000000000000
137,659,635550.000000000000000,4332090.000000000000000,0.000000000000000
138,674,635580.000000000000000,4332090.000000000000000,0.000000000000000
139,691,635610.000000000000000,4332090.000000000000000,0.000000000000000
140,708,635640.000000000000000,4332090.000000000000000,0.000000000000000
141,725,635670.000000000000000,4332090.000000000000000,0.000000000000000
142,738,635700.000000000000000,4332090.000000000000000,0.000000000000000
143,752,635730.000000000000000,4332090.000000000000000,0.000000000000000
144,767,635760.000000000000000,4332090.000000000000000,0.000000000000000
145,782,635790.000000000000000,4332090.000000000000000,0.000000000000000
146,799,635820.000000000000000,4332090.000000000000000,0.000000000000000
147,816,635850.000000000000000,4332090.000000000000000,0.000000000000000
148,834,635880.000000000000000,4332090.000000000000000,0.000000000000000
149,853,635910.000000000000000,4332090.000000000000000,0.000000000000000
150,872,635940.000000000000000,4332090.000000000000000,0.000000000000000
151,892,635970.000000000000000,4332090.000000000000000,0.000000000000000
152,912,636000.000000000000000,4332090.000000000000000,0.000000000000000
153,933,636030.000000000000000,4332090.000000000000000,0.000000000000000
154,955,636060.000000000000000,4332090.000000000000000,0.000000000000000
155,976,636090.000000000000000,4332090.000000000000000,0.000000000000000
156,997,636120.000000000000000,4332090.000000000000000,0.000000000000000
157,1018,636150.000000000000000,4332090.000000000000000,0.000000000000000
158,1040,636180.000000000000000,4332090.000000000000000,0.000000000000000
159,1061,636210.000000000000000,4332090.000000000000000,0.000000000000000
160,1082,636240.000000000000000,4332090.000000000000000,0.000000000000000
161,1103,636270.000000000000000,4332090.000000000000000,0.000000000000000
162,1124,636300.000000000000000,4332090.000000000000000,0.000000000000000
163,1146,636330.000000000000000,4332090.000000000000000,0.000000000000000
164,1168,636360.000000000000000,4332090.000000000000000,0.000000000000000
165,301,633930.000000000000000,4332060.000000000000000,947.000000000000000
166,272,633960.000000000000000,4332060.000000000000000,947.000000000000000
167,242,633990.000000000000000,4332060.000000000000000,946.000000000000000
168,212,634020.000000000000000,4332060.000000000000000,945.000000000000000
169,182,634050.000000000000000,4332060.000000000000000,947.000000000000000
170,153,634080.000000000000000,4332060.000000000000000,949.000000000000000
171,124,634110.000000000000000,4332060.000000000000000,950.000000000000000
172,95,634140.000000000000000,4332060.000000000000000,0.000000000000000
173,67,634170.000000000000000,4332060.000000000000000,0.000000000000000
174,42,634200.000000000000000,4332060.000000000000000,0.000000000000000
175,30,634230.000000000000000,4332060.000000000000000,0.000000000000000
176,30,634260.000000000000000,4332060.000000000000000,0.000000000000000
177,42,634290.000000000000000,4332060.000000000000000,0.000000000000000
178,67,634320.000000000000000,4332060.000000000000000,0.000000000000000
179,90,634350.000000000000000,4332060.000000000000000,0.000000000000000
180,95,634380.000000000000000,4332060.000000000000000,0.000000000000000
181,108,634410.000000000000000,4332060.000000000000000,975.000000000000000
182,127,634440.000000000000000,4332060.000000000000000,978.000000000000000
183,150,634470.000000000000000,4332060.000000000000000,979.000000000000000
184,170,634500.000000000000000,4332060.000000000000000,980.000000000000000
185,192,634530.000000000000000,4332060.000000000000000,981.000000000000000
186,212,634560.000000000000000,4332060.000000000000000,982.000000000000000
187,234,634590.000000000000000,4332060.000000000000000,985.000000000000000
188,255,634620.000000000000000,4332060.000000000000000,987.000000000000000
189,277,634650.000000000000000,4332060.000000000000000,989.000000000000000
190,300,634680.000000000000000,4332060.000000000000000,990.000000000000000
191,313,634710.000000000000000,4332060.000000000000000,990.000000000000000
192,323,634740.000000000000000,4332060.000000000000000,991.000000000000000
193,335,634770.000000000000000,4332060.000000000000000,992.000000000000000
194,350,634800.000000000000000,4332060.000000000000000,0.000000000000000
195,366,634830.000000000000000,4332060.000000000000000,0.000000000000000
196,384,634860.000000000000000,4332060.000000000000000,0.000000000000000
197,404,634890.000000000000000,4332060.000000000000000,0.000000000000000
198,424,634920.000000000000000,4332060.000000000000000,0.000000000000000
199,446,634950.000000000000000,4332060.000000000000000,0.000000000000000
200,459,634980.000000000000000,4332060.000000000000000,0.000000000000000
201,454,635010.000000000000000,4332060.000000000000000,0.000000000000000
202,451,635040.000000000000000,4332060.000000000000000,0.000000000000000
203,450,635070.000000000000000,4332060.000000000000000,0.000000000000000
204,451,635100.000000000000000,4332060.000000000000000,0.000000000000000
205,454,635130.000000000000000,4332060.000000000000000,0.000000000000000
206,459,635160.000000000000000,4332060.000000000000000,0.000000000000000
207,466,635190.000000000000000,4332060.000000000000000,0.000000000000000
208,474,635220.000000000000000,4332060.000000000000000,0.000000000000000
209,485,635250.000000000000000,4332060.000000000000000,0.000000000000000
210,497,635280.000000000000000,4332060.000000000000000,0.000000000000000
211,510,635310.000000000000000,4332060.000000000000000,0.000000000000000
212,524,635340.000000000000000,4332060.000000000000000,0.000000000000000
213,537,635370.000000000000000,4332060.000000000000000,0.000000000000000
214,551,635400.000000000000000,4332060.000000000000000,0.000000000000000
215,566,635430.000000000000000,4332060.000000000000000,0.000000000000000
216,582,635460.000000000000000,4332060.000000000000000,0.000000000000000
217,600,635490.000000000000000,4332060.000000000000000,0.000000000000000
218,618,635520.000000000000000,4332060.000000000000000,0.000000000000000
219,633,635550.000000000000000,4332060.000000000000000,0.000000000000000
220,649,635580.000000000000000,4332060.000000000000000,0.000000000000000
221,666,635610.000000000000000,4332060.000000000000000,0.000000000000000
222,684,635640.000000000000000,4332060.000000000000000,0.000000000000000
223,698,635670.000000000000000,4332060.000000000000000,0.000000000000000
224,711,635700.000000000000000,4332060.000000000000000,0.000000000000000
225,726,635730.000000000000000,4332060.000000000000000,0.000000000000000
226,741,635760.000000000000000,4332060.000000000000000,0.000000000000000
227,757,635790.000000000000000,4332060.000000000000000,0.000000000000000
228,774,635820.000000000000000,4332060.000000000000000,0.000000000000000
229,792,635850.000000000000000,4332060.000000000000000,0.000000000000000
230,811,635880.000000000000000,4332060.000000000000000,0.000000000000000
231,830,635910.000000000000000,4332060.000000000000000,0.000000000000000
232,850,635940.000000000000000,4332060.000000000000000,0.000000000000000
233,870,635970.000000000000000,4332060.000000000000000,0.000000000000000
234,891,636000.000000000000000,4332060.000000000000000,0.000000000000000
235,912,636030.000000000000000,4332060.000000000000000,0.000000000000000
236,933,636060.000000000000000,4332060.000000000000000,0.000000000000000
237,955,636090.000000000000000,4332060.000000000000000,0.000000000000000
238,976,636120.000000000000000,4332060.000000000000000,0.000000000000000
239,997,636150.000000000000000,4332060.000000000000000,0.000000000000000
240,1018,636180.000000000000000,4332060.000000000000000,0.000000000000000
241,1040,636210.000000000000000,4332060.000000000000000,0.000000000000000
242,1061,636240.000000000000000,4332060.000000000000000,0.000000000000000
243,1082,636270.000000000000000,4332060.000000000000000,0.000000000000000
244,1104,636300.000000000000000,4332060.000000000000000,0.000000000000000
245,1126,636330.000000000000000,4332060.000000000000000,0.000000000000000
246,1149,636360.000000000000000,4332060.000000000000000,0.000000000000000
247,300,633930.000000000000000,4332030.000000000000000,951.000000000000000
248,270,633960.000000000000000,4332030.000000000000000,952.000000000000000
249,240,633990.000000000000000,4332030.000000000000000,951.000000000000000
250,210,634020.000000000000000,4332030.000000000000000,950.000000000000000
251,180,634050.000000000000000,4332030.000000000000000,952.000000000000000
252,150,634080.000000000000000,4332030.000000000000000,953.000000000000000
253,120,634110.000000000000000,4332030.000000000000000,953.000000000000000
254,90,634140.000000000000000,4332030.000000000000000,953.000000000000000
255,60,634170.000000000000000,4332030.000000000000000,955.000000000000000
256,30,634200.000000000000000,4332030.000000000000000,956.000000000000000
257,0,634230.000000000000000,4332030.000000000000000,956.000000000000000
258,0,634260.000000000000000,4332030.000000000000000,957.000000000000000
259,30,634290.000000000000000,4332030.000000000000000,960.000000000000000
260,60,634320.000000000000000,4332030.000000000000000,963.000000000000000
261,60,634350.000000000000000,4332030.000000000000000,966.000000000000000
262,67,634380.000000000000000,4332030.000000000000000,968.000000000000000
263,85,634410.000000000000000,4332030.000000000000000,973.000000000000000
264,108,634440.000000000000000,4332030.000000000000000,977.000000000000000
265,127,634470.000000000000000,4332030.000000000000000,979.000000000000000
266,150,634500.000000000000000,4332030.000000000000000,980.000000000000000
267,170,634530.000000000000000,4332030.000000000000000,981.000000000000000
268,192,634560.000000000000000,4332030.000000000000000,982.000000000000000
269,212,634590.000000000000000,4332030.000000000000000,985.000000000000000
270,234,634620.000000000000000,4332030.000000000000000,987.000000000000000
271,258,634650.000000000000000,4332030.000000000000000,989.000000000000000
272,277,634680.000000000000000,4332030.000000000000000,991.000000000000000
273,285,634710.000000000000000,4332030.000000000000000,992.000000000000000
274,295,634740.000000000000000,4332030.000000000000000,991.000000000000000
275,309,634770.000000000000000,4332030.000000000000000,992.000000000000000
276,324,634800.000000000000000,4332030.000000000000000,993.000000000000000
277,342,634830.000000000000000,4332030.000000000000000,992.000000000000000
278,361,634860.000000000000000,4332030.000000000000000,992.000000000000000
279,382,634890.000000000000000,4332030.000000000000000,0.000000000000000
280,404,634920.000000000000000,4332030.000000000000000,0.000000000000000
281,424,634950.000000000000000,4332030.000000000000000,0.000000000000000
282,430,634980.000000000000000,4332030.000000000000000,0.000000000000000
283,424,635010.000000000000000,4332030.000000000000000,0.000000000000000
284,421,635040.000000000000000,4332030.000000000000000,0.000000000000000
285,420,635070.000000000000000,4332030.000000000000000,0.000000000000000
286,421,635100.000000000000000,4332030.000000000000000,0.000000000000000
287,424,635130.000000000000000,4332030.000000000000000,0.000000000000000
288,430,635160.000000000000000,4332030.000000000000000,0.000000000000000
289,437,635190.000000000000000,4332030.000000000000000,0.000000000000000
290,446,635220.000000000000000,4332030.000000000000000,0.000000000000000
291,457,635250.000000000000000,4332030.000000000000000,0.000000000000000
292,470,635280.000000000000000,4332030.000000000000000,0.000000000000000
293,484,635310.000000000000000,4332030.000000000000000,0.000000000000000
294,497,635340.000000000000000,4332030.000000000000000,0.000000000000000
295,510,635370.000000000000000,4332030.000000000000000,0.000000000000000
296,525,635400.000000000000000,4332030.000000000000000,0.000000000000000
297,541,635430.000000000000000,4332030.000000000000000,0.000000000000000
298,558,635460.000000000000000,4332030.000000000000000,0.000000000000000
299,576,635490.000000000000000,4332030.000000000000000,0.000000000000000
300,592,635520.000000000000000,4332030.000000000000000,0.000000000000000
301,607,635550.000000000000000,4332030.000000000000000,0.000000000000000
302,624,635580.000000000000000,4332030.000000000000000,0.000000000000000
303,642,635610.000000000000000,4332030.000000000000000,0.000000000000000
304,658,635640.000000000000000,4332030.000000000000000,0.000000000000000
305,671,635670.000000000000000,4332030.000000000000000,0.000000000000000
306,685,635700.000000000000000,4332030.000000000000000,0.000000000000000
307,700,635730.000000000000000,4332030.000000000000000,0.000000000000000
308,716,635760.000000000000000,4332030.000000000000000,0.000000000000000
309,732,635790.000000000000000,4332030.000000000000000,0.000000000000000
310,750,635820.000000000000000,4332030.000000000000000,0.000000000000000
311,768,635850.000000000000000,4332030.000000000000000,0.000000000000000
312,787,635880.000000000000000,4332030.000000000000000,0.000000000000000
313,807,635910.000000000000000,4332030.000000000000000,0.000000000000000
314,828,635940.000000000000000,4332030.000000000000000,0.000000000000000
315,849,635970.000000000000000,4332030.000000000000000,0.000000000000000
316,870,636000.000000000000000,4332030.000000000000000,0.000000000000000
317,891,636030.000000000000000,4332030.000000000000000,0.000000000000000
318,912,636060.000000000000000,4332030.000000000000000,0.000000000000000
319,933,636090.000000000000000,4332030.000000000000000,0.000000000000000
320,955,636120.000000000000000,4332030.000000000000000,0.000000000000000
321,976,636150.000000000000000,4332030.000000000000000,0.000000000000000
322,997,636180.000000000000000,4332030.000000000000000,0.000000000000000
323,1018,636210.000000000000000,4332030.000000000000000,0.000000000000000
324,1040,636240.000000000000000,4332030.000000000000000,0.000000000000000
325,1062,636270.000000000000000,4332030.000000000000000,0.000000000000000
326,1084,636300.000000000000000,4332030.000000000000000,0.000000000000000
327,1106,636330.000000000000000,4332030.000000000000000,0.000000000000000
328,1129,636360.000000000000000,4332030.000000000000000,0.000000000000000
329,301,633930.000000000000000,4332000.000000000000000,957.000000000000000
330,272,633960.000000000000000,4332000.000000000000000,958.000000000000000
331,242,633990.000000000000000,4332000.000000000000000,958.000000000000000
332,212,634020.000000000000000,4332000.000000000000000,956.000000000000000
333,182,634050.000000000000000,4332000.000000000000000,956.000000000000000
334,153,634080.000000000000000,4332000.000000000000000,957.000000000000000
335,124,634110.000000000000000,4332000.000000000000000,956.000000000000000
336,95,634140.000000000000000,4332000.000000000000000,956.000000000000000
337,67,634170.000000000000000,4332000.000000000000000,956.000000000000000
338,42,634200.000000000000000,4332000.000000000000000,956.000000000000000
339,30,634230.000000000000000,4332000.000000000000000,957.000000000000000
340,0,634260.000000000000000,4332000.000000000000000,957.000000000000000
341,30,634290.000000000000000,4332000.000000000000000,959.000000000000000
342,30,634320.000000000000000,4332000.000000000000000,962.000000000000000
343,30,634350.000000000000000,4332000.000000000000000,965.000000000000000
344,42,634380.000000000000000,4332000.000000000000000,966.000000000000000
345,67,634410.000000000000000,4332000.000000000000000,970.000000000000000
346,85,634440.000000000000000,4332000.000000000000000,973.000000000000000
347,108,634470.000000000000000,4332000.000000000000000,977.000000000000000
348,127,634500.000000000000000,4332000.000000000000000,980.000000000000000
349,150,634530.000000000000000,4332000.000000000000000,981.000000000000000
350,170,634560.000000000000000,4332000.000000000000000,983.000000000000000
351,192,634590.000000000000000,4332000.000000000000000,986.000000000000000
352,216,634620.000000000000000,4332000.000000000000000,987.000000000000000
353,242,634650.000000000000000,4332000.000000000000000,988.000000000000000
354,247,634680.000000000000000,4332000.000000000000000,989.000000000000000
355,256,634710.000000000000000,4332000.000000000000000,990.000000000000000
356,268,634740.000000000000000,4332000.000000000000000,990.000000000000000
357,283,634770.000000000000000,4332000.000000000000000,991.000000000000000
358,300,634800.000000000000000,4332000.000000000000000,992.000000000000000
359,319,634830.000000000000000,4332000.000000000000000,992.000000000000000
360,339,634860.000000000000000,4332000.000000000000000,991.000000000000000
361,361,634890.000000000000000,4332000.000000000000000,992.000000000000000
362,382,634920.000000000000000,4332000.000000000000000,0.000000000000000
363,404,634950.000000000000000,4332000.000000000000000,0.000000000000000
364,400,634980.000000000000000,4332000.000000000000000,0.000000000000000
365,395,635010.000000000000000,4332000.000000000000000,0.000000000000000
366,391,635040.000000000000000,4332000.000000000000000,0.000000000000000
367,390,635070.000000000000000,4332000.000000000000000,0.000000000000000
368,391,635100.000000000000000,4332000.000000000000000,0.000000000000000
369,395,635130.000000000000000,4332000.000000000000000,0.000000000000000
370,400,635160.000000000000000,4332000.000000000000000,0.000000000000000
371,408,635190.000000000000000,4332000.000000000000000,0.000000000000000
372,418,635220.000000000000000,4332000.000000000000000,0.000000000000000
373,430,635250.000000000000000,4332000.000000000000000,0.000000000000000
374,443,635280.000000000000000,4332000.000000000000000,0.000000000000000
375,457,635310.000000000000000,4332000.000000000000000,0.000000000000000
376,470,635340.000000000000000,4332000.000000000000000,0.000000000000000
377,484,635370.000000000000000,4332000.000000000000000,0.000000000000000
378,499,635400.000000000000000,4332000.000000000000000,0.000000000000000
379,516,635430.000000000000000,4332000.000000000000000,0.000000000000000
380,534,635460.000000000000000,4332000.000000000000000,0.000000000000000
381,551,635490.000000000000000,4332000.000000000000000,0.000000000000000
382,566,635520.000000000000000,4332000.000000000000000,0.000000000000000
383,582,635550.000000000000000,4332000.000000000000000,0.000000000000000
384,600,635580.000000000000000,4332000.000000000000000,0.000000000000000
385,618,635610.000000000000000,4332000.000000000000000,0.000000000000000
386,631,635640.000000000000000,4332000.000000000000000,0.000000000000000
387,644,635670.000000000000000,4332000.000000000000000,0.000000000000000
388,659,635700.000000000000000,4332000.000000000000000,0.000000000000000
389,674,635730.000000000000000,4332000.000000000000000,0.000000000000000
390,691,635760.000000000000000,4332000.000000000000000,0.000000000000000
391,708,635790.000000000000000,4332000.000000000000000,0.000000000000000
392,726,635820.000000000000000,4332000.000000000000000,0.000000000000000
393,745,635850.000000000000000,4332000.000000000000000,0.000000000000000
394,765,635880.000000000000000,4332000.000000000000000,0.000000000000000
395,785,635910.000000000000000,4332000.000000000000000,0.000000000000000
396,806,635940.000000000000000,4332000.000000000000000,0.000000000000000
397,828,635970.000000000000000,4332000.000000000000000,0.000000000000000
398,849,636000.000000000000000,4332000.000000000000000,0.000000000000000
399,870,636030.000000000000000,4332000.000000000000000,0.000000000000000
400,891,636060.000000000000000,4332000.000000000000000,0.000000000000000
401,912,636090.000000000000000,4332000.000000000000000,0.000000000000000
402,933,636120.000000000000000,4332000.000000000000000,0.000000000000000
403,955,636150.000000000000000,4332000.000000000000000,0.000000000000000
404,976,636180.000000000000000,4332000.000000000000000,0.000000000000000
405,997,636210.000000000000000,4332000.000000000000000,0.000000000000000
406,1019,636240.000000000000000,4332000.000000000000000,0.000000000000000
407,1041,636270.000000000000000,4332000.000000000000000,0.000000000000000
408,1064,636300.000000000000000,4332000.000000000000000,0.000000000000000
409,1087,636330.000000000000000,4332000.000000000000000,0.000000000000000
410,1110,636360.000000000000000,4332000.000000000000000,0.000000000000000
411,306,633930.000000000000000,4331970.000000000000000,0.000000000000000
412,277,633960.000000000000000,4331970.000000000000000,963.000000000000000
413,247,633990.000000000000000,4331970.000000000000000,964.000000000000000
414,218,634020.000000000000000,4331970.000000000000000,961.000000000000000
415,190,634050.000000000000000,4331970.000000000000000,960.000000000000000
416,162,634080.000000000000000,4331970.000000000000000,961.000000000000000
417,134,634110.000000000000000,4331970.000000000000000,961.000000000000000
418,108,634140.000000000000000,4331970.000000000000000,961.000000000000000
419,85,634170.000000000000000,4331970.000000000000000,960.000000000000000
420,60,634200.000000000000000,4331970.000000000000000,959.000000000000000
421,30,634230.000000000000000,4331970.000000000000000,959.000000000000000
422,0,634260.000000000000000,4331970.000000000000000,958.000000000000000
423,0,634290.000000000000000,4331970.000000000000000,959.000000000000000
424,0,634320.000000000000000,4331970.000000000000000,962.000000000000000
425,0,634350.000000000000000,4331970.000000000000000,964.000000000000000
426,30,634380.000000000000000,4331970.000000000000000,965.000000000000000
427,42,634410.000000000000000,4331970.000000000000000,968.000000000000000
428,67,634440.000000000000000,4331970.000000000000000,970.000000000000000
429,85,634470.000000000000000,4331970.000000000000000,974.000000000000000
430,108,634500.000000000000000,4331970.000000000000000,978.000000000000000
431,127,634530.000000000000000,4331970.000000000000000,982.000000000000000
432,150,634560.000000000000000,4331970.000000000000000,984.000000000000000
433,175,634590.000000000000000,4331970.000000000000000,985.000000000000000
434,201,634620.000000000000000,4331970.000000000000000,985.000000000000000
435,212,634650.000000000000000,4331970.000000000000000,985.000000000000000
436,218,634680.000000000000000,4331970.000000000000000,986.000000000000000
437,228,634710.000000000000000,4331970.000000000000000,988.000000000000000
438,242,634740.000000000000000,4331970.000000000000000,989.000000000000000
439,258,634770.000000000000000,4331970.000000000000000,990.000000000000000
440,277,634800.000000000000000,4331970.000000000000000,991.000000000000000
441,297,634830.000000000000000,4331970.000000000000000,992.000000000000000
442,319,634860.000000000000000,4331970.000000000000000,991.000000000000000
443,339,634890.000000000000000,4331970.000000000000000,992.000000000000000
444,361,634920.000000000000000,4331970.000000000000000,994.000000000000000
445,379,634950.000000000000000,4331970.000000000000000,0.000000000000000
446,371,634980.000000000000000,4331970.000000000000000,0.000000000000000
447,365,635010.000000000000000,4331970.000000000000000,0.000000000000000
