OBJECTID,iso1986_ndvi_tif,X,Y,iso1986_ndvi
1057,1,635400,4331520,1
1058,1,635430,4331520,1
1059,1,635460,4331520,1
1060,1,635490,4331520,1
1061,1,635520,4331520,1
1062,1,635550,4331520,1
1063,1,635580,4331520,1
1064,1,635610,4331520,1
1065,1,635640,4331520,1
1066,1,635670,4331520,1
1067,1,635700,4331520,1
1068,1,635730,4331520,1
1069,1,635760,4331520,1
1070,1,635790,4331520,1
1071,1,635820,4331520,1
1072,1,635850,4331520,1
1073,2,635880,4331520,2
1074,1,635910,4331520,1
1075,1,635940,4331520,1
1076,1,635970,4331520,1
1077,1,636000,4331520,1
1078,1,636030,4331520,1
1079,1,636060,4331520,1
1080,1,634020,4331490,1
1081,2,634050,4331490,2
1082,2,634080,4331490,2
1083,2,634110,4331490,2
1084,1,634140,4331490,1
1085,1,634170,4331490,1
1086,1,634200,4331490,1
1087,1,634230,4331490,1
1088,1,634260,4331490,1
1089,1,634290,4331490,1
1090,1,634320,4331490,1
1091,1,634350,4331490,1
1092,1,634380,4331490,1
1093,1,634410,4331490,1
1094,1,634440,4331490,1
1095,1,634470,4331490,1
1096,1,634500,4331490,1
1097,2,634530,4331490,2
1098,2,634560,4331490,2
1099,1,634590,4331490,1
1100,1,634620,4331490,1
1101,1,634650,4331490,1
1102,1,634680,4331490,1
1103,1,634710,4331490,1
1104,2,634740,4331490,2
1105,2,634770,4331490,2
1106,2,634800,4331490,2
1107,2,634830,4331490,2
1108,2,634860,4331490,2
1109,2,634890,4331490,2
1110,2,634920,4331490,2
1111,2,634950,4331490,2
1112,2,634980,4331490,2
1113,1,635010,4331490,1
1114,1,635040,4331490,1
1115,1,635070,4331490,1
1116,1,635100,4331490,1
1117,2,635130,4331490,2
1118,2,635160,4331490,2
1119,2,635190,4331490,2
1120,2,635220,4331490,2
1121,2,635250,4331490,2
1122,2,635280,4331490,2
1123,2,635310,4331490,2
1124,1,635340,4331490,1
1125,1,635370,4331490,1
1126,1,635400,4331490,1
1127,1,635430,4331490,1
1128,1,635460,4331490,1
1129,1,635490,4331490,1
1130,1,635520,4331490,1
1131,1,635550,4331490,1
1132,1,635580,4331490,1
1133,1,635610,4331490,1
1134,1,635640,4331490,1
1135,1,635670,4331490,1
1136,1,635700,4331490,1
1137,2,635730,4331490,2
1138,2,635760,4331490,2
1139,1,635790,4331490,1
1140,1,635820,4331490,1
1141,2,635850,4331490,2
1142,2,635880,4331490,2
1143,2,635910,4331490,2
1144,1,635940,4331490,1
1145,1,635970,4331490,1
1146,1,636000,4331490,1
1147,1,636030,4331490,1
1148,1,636060,4331490,1
1149,2,636090,4331490,2
1150,1,634020,4331460,1
1151,2,634050,4331460,2
1152,1,634080,4331460,1
1153,1,634110,4331460,1
1154,1,634140,4331460,1
1155,1,634170,4331460,1
1156,1,634200,4331460,1
1157,1,634230,4331460,1
1158,1,634260,4331460,1
1159,1,634290,4331460,1
1160,1,634320,4331460,1
1161,1,634350,4331460,1
1162,1,634380,4331460,1
1163,1,634410,4331460,1
1164,1,634440,4331460,1
1165,1,634470,4331460,1
1166,1,634500,4331460,1
1167,1,634530,4331460,1
1168,1,634560,4331460,1
1169,1,634590,4331460,1
1170,1,634620,4331460,1
1171,1,634650,4331460,1
1172,1,634680,4331460,1
1173,1,634710,4331460,1
1174,1,634740,4331460,1
1175,2,634770,4331460,2
1176,2,634800,4331460,2
1177,2,634830,4331460,2
1178,2,634860,4331460,2
1179,2,634890,4331460,2
1180,2,634920,4331460,2
1181,1,634950,4331460,1
1182,1,634980,4331460,1
1183,1,635010,4331460,1
1184,2,635040,4331460,2
1185,1,635070,4331460,1
1186,1,635100,4331460,1
1187,2,635130,4331460,2
1188,1,635160,4331460,1
1189,1,635190,4331460,1
1190,2,635220,4331460,2
1191,2,635250,4331460,2
1192,2,635280,4331460,2
1193,2,635310,4331460,2
1194,2,635340,4331460,2
1195,2,635370,4331460,2
1196,2,635400,4331460,2
1197,1,635430,4331460,1
1198,1,635460,4331460,1
1199,1,635490,4331460,1
1200,1,635520,4331460,1
1201,1,635550,4331460,1
1202,1,635580,4331460,1
1203,1,635610,4331460,1
1204,1,635640,4331460,1
1205,1,635670,4331460,1
1206,1,635700,4331460,1
1207,1,635730,4331460,1
1208,2,635760,4331460,2
1209,1,635790,4331460,1
1210,2,635820,4331460,2
1211,2,635850,4331460,2
1212,2,635880,4331460,2
1213,2,635910,4331460,2
1214,1,635940,4331460,1
1215,1,635970,4331460,1
1216,1,636000,4331460,1
1217,1,636030,4331460,1
1218,2,636060,4331460,2
1219,1,636090,4331460,1
1220,1,634020,4331430,1
1221,2,634050,4331430,2
1222,2,634080,4331430,2
1223,2,634110,4331430,2
1224,1,634140,4331430,1
1225,1,634170,4331430,1
1226,1,634200,4331430,1
1227,1,634230,4331430,1
1228,1,634260,4331430,1
1229,1,634290,4331430,1
1230,1,634320,4331430,1
1231,1,634350,4331430,1
1232,1,634380,4331430,1
1233,1,634410,4331430,1
1234,1,634440,4331430,1
1235,1,634470,4331430,1
1236,1,634500,4331430,1
1237,1,634530,4331430,1
1238,1,634560,4331430,1
1239,1,634590,4331430,1
1240,1,634620,4331430,1
1241,1,634650,4331430,1
1242,1,634680,4331430,1
1243,1,634710,4331430,1
1244,1,634740,4331430,1
1245,1,634770,4331430,1
1246,2,634800,4331430,2
1247,2,634830,4331430,2
1248,2,634860,4331430,2
1249,1,634890,4331430,1
1250,2,634920,4331430,2
1251,1,634950,4331430,1
1252,1,634980,4331430,1
1253,1,635010,4331430,1
1254,1,635040,4331430,1
1255,1,635070,4331430,1
1256,1,635100,4331430,1
1257,1,635130,4331430,1
1258,1,635160,4331430,1
1259,1,635190,4331430,1
1260,1,635220,4331430,1
1261,1,635250,4331430,1
1262,1,635280,4331430,1
1263,2,635310,4331430,2
1264,2,635340,4331430,2
1265,2,635370,4331430,2
1266,2,635400,4331430,2
1267,1,635430,4331430,1
1268,1,635460,4331430,1
1269,1,635490,4331430,1
1270,1,635520,4331430,1
1271,1,635550,4331430,1
1272,1,635580,4331430,1
1273,1,635610,4331430,1
1274,1,635640,4331430,1
1275,1,635670,4331430,1
1276,1,635700,4331430,1
1277,1,635730,4331430,1
1278,2,635760,4331430,2
1279,2,635790,4331430,2
1280,1,635820,4331430,1
1281,1,635850,4331430,1
1282,1,635880,4331430,1
1283,1,635910,4331430,1
1284,1,635940,4331430,1
1285,1,635970,4331430,1
1286,2,636000,4331430,2
1287,1,636030,4331430,1
1288,1,636060,4331430,1
1289,1,636090,4331430,1
1290,1,634020,4331400,1
1291,2,634050,4331400,2
1292,2,634080,4331400,2
1293,2,634110,4331400,2
1294,2,634140,4331400,2
1295,1,634170,4331400,1
1296,1,634200,4331400,1
1297,1,634230,4331400,1
1298,1,634260,4331400,1
1299,1,634290,4331400,1
1300,1,634320,4331400,1
1301,1,634350,4331400,1
1302,1,634380,4331400,1
1303,1,634410,4331400,1
1304,1,634440,4331400,1
1305,1,634470,4331400,1
1306,1,634500,4331400,1
1307,1,634530,4331400,1
1308,1,634560,4331400,1
1309,1,634590,4331400,1
1310,1,634620,4331400,1
1311,1,634650,4331400,1
1312,1,634680,4331400,1
1313,1,634710,4331400,1
1314,1,634740,4331400,1
1315,1,634770,4331400,1
1316,1,634800,4331400,1
1317,2,634830,4331400,2
1318,2,634860,4331400,2
1319,1,634890,4331400,1
1320,1,634920,4331400,1
1321,1,634950,4331400,1
1322,1,634980,4331400,1
1323,1,635010,4331400,1
1324,1,635040,4331400,1
1325,1,635070,4331400,1
1326,1,635100,4331400,1
1327,1,635130,4331400,1
1328,1,635160,4331400,1
1329,1,635190,4331400,1
1330,1,635220,4331400,1
1331,1,635250,4331400,1
1332,1,635280,4331400,1
1333,1,635310,4331400,1
1334,2,635340,4331400,2
1335,2,635370,4331400,2
1336,2,635400,4331400,2
1337,1,635430,4331400,1
1338,2,635460,4331400,2
1339,2,635490,4331400,2
1340,2,635520,4331400,2
1341,2,635550,4331400,2
1342,1,635580,4331400,1
1343,1,635610,4331400,1
1344,2,635640,4331400,2
1345,1,635670,4331400,1
1346,1,635700,4331400,1
1347,1,635730,4331400,1
1348,1,635760,4331400,1
1349,2,635790,4331400,2
1350,1,635820,4331400,1
1351,1,635850,4331400,1
1352,2,635880,4331400,2
1353,2,635910,4331400,2
1354,2,635940,4331400,2
1355,2,635970,4331400,2
1356,2,636000,4331400,2
1357,1,636030,4331400,1
1358,1,636060,4331400,1
1359,1,636090,4331400,1
1360,2,636120,4331400,2
1361,1,634020,4331370,1
1362,1,634050,4331370,1
1363,2,634080,4331370,2
1364,2,634110,4331370,2
1365,2,634140,4331370,2
1366,2,634170,4331370,2
1367,1,634200,4331370,1
1368,1,634230,4331370,1
1369,1,634260,4331370,1
1370,1,634290,4331370,1
1371,1,634320,4331370,1
1372,1,634350,4331370,1
1373,1,634380,4331370,1
1374,2,634410,4331370,2
1375,1,634440,4331370,1
1376,1,634470,4331370,1
1377,1,634500,4331370,1
1378,1,634530,4331370,1
1379,1,634560,4331370,1
1380,1,634590,4331370,1
1381,1,634620,4331370,1
1382,1,634650,4331370,1
1383,1,634680,4331370,1
1384,1,634710,4331370,1
1385,1,634740,4331370,1
1386,1,634770,4331370,1
1387,1,634800,4331370,1
1388,2,634830,4331370,2
1389,2,634860,4331370,2
1390,1,634890,4331370,1
1391,1,634920,4331370,1
1392,1,634950,4331370,1
1393,1,634980,4331370,1
1394,1,635010,4331370,1
1395,2,635040,4331370,2
1396,1,635070,4331370,1
1397,1,635100,4331370,1
1398,1,635130,4331370,1
1399,1,635160,4331370,1
1400,1,635190,4331370,1
1401,1,635220,4331370,1
1402,1,635250,4331370,1
1403,1,635280,4331370,1
1404,1,635310,4331370,1
1405,1,635340,4331370,1
1406,1,635370,4331370,1
1407,2,635400,4331370,2
1408,2,635430,4331370,2
1409,2,635460,4331370,2
1410,2,635490,4331370,2
1411,2,635520,4331370,2
1412,2,635550,4331370,2
1413,1,635580,4331370,1
1414,1,635610,4331370,1
1415,1,635640,4331370,1
1416,2,635670,4331370,2
1417,1,635700,4331370,1
1418,1,635730,4331370,1
1419,1,635760,4331370,1
1420,2,635790,4331370,2
1421,2,635820,4331370,2
1422,2,635850,4331370,2
1423,2,635880,4331370,2
1424,1,635910,4331370,1
1425,2,635940,4331370,2
1426,2,635970,4331370,2
1427,2,636000,4331370,2
1428,2,636030,4331370,2
1429,1,636060,4331370,1
1430,1,636090,4331370,1
1431,1,636120,4331370,1
1432,1,634020,4331340,1
1433,1,634050,4331340,1
1434,2,634080,4331340,2
1435,2,634110,4331340,2
1436,2,634140,4331340,2
1437,2,634170,4331340,2
1438,2,634200,4331340,2
1439,1,634230,4331340,1
1440,2,634260,4331340,2
1441,1,634290,4331340,1
1442,1,634320,4331340,1
1443,1,634350,4331340,1
1444,1,634380,4331340,1
1445,1,634410,4331340,1
1446,1,634440,4331340,1
1447,1,634470,4331340,1
1448,1,634500,4331340,1
1449,2,634530,4331340,2
1450,2,634560,4331340,2
1451,1,634590,4331340,1
1452,1,634620,4331340,1
1453,1,634650,4331340,1
1454,1,634680,4331340,1
1455,1,634710,4331340,1
1456,1,634740,4331340,1
1457,1,634770,4331340,1
1458,1,634800,4331340,1
1459,2,634830,4331340,2
1460,2,634860,4331340,2
1461,1,634890,4331340,1
1462,1,634920,4331340,1
1463,1,634950,4331340,1
1464,2,634980,4331340,2
1465,2,635010,4331340,2
1466,2,635040,4331340,2
1467,2,635070,4331340,2
1468,1,635100,4331340,1
1469,1,635130,4331340,1
1470,1,635160,4331340,1
1471,1,635190,4331340,1
1472,1,635220,4331340,1
1473,1,635250,4331340,1
1474,1,635280,4331340,1
1475,1,635310,4331340,1
1476,1,635340,4331340,1
1477,1,635370,4331340,1
1478,2,635400,4331340,2
1479,2,635430,4331340,2
1480,2,635460,4331340,2
1481,2,635490,4331340,2
1482,2,635520,4331340,2
1483,2,635550,4331340,2
1484,2,635580,4331340,2
1485,1,635610,4331340,1
1486,1,635640,4331340,1
1487,1,635670,4331340,1
1488,1,635700,4331340,1
1489,1,635730,4331340,1
1490,1,635760,4331340,1
1491,2,635790,4331340,2
1492,2,635820,4331340,2
1493,2,635850,4331340,2
1494,2,635880,4331340,2
1495,1,635910,4331340,1
1496,1,635940,4331340,1
1497,2,635970,4331340,2
1498,1,636000,4331340,1
1499,2,636030,4331340,2
1500,1,636060,4331340,1
1501,1,636090,4331340,1
1502,1,636120,4331340,1
1503,1,634020,4331310,1
1504,1,634050,4331310,1
1505,2,634080,4331310,2
1506,2,634110,4331310,2
1507,2,634140,4331310,2
1508,2,634170,4331310,2
1509,2,634200,4331310,2
1510,2,634230,4331310,2
1511,1,634260,4331310,1
1512,2,634290,4331310,2
1513,2,634320,4331310,2
1514,1,634350,4331310,1
1515,1,634380,4331310,1
1516,1,634410,4331310,1
1517,1,634440,4331310,1
1518,1,634470,4331310,1
1519,1,634500,4331310,1
1520,1,634530,4331310,1
1521,1,634560,4331310,1
1522,1,634590,4331310,1
1523,1,634620,4331310,1
1524,1,634650,4331310,1
1525,1,634680,4331310,1
1526,1,634710,4331310,1
1527,1,634740,4331310,1
1528,1,634770,4331310,1
1529,1,634800,4331310,1
1530,2,634830,4331310,2
1531,1,634860,4331310,1
1532,1,634890,4331310,1
1533,1,634920,4331310,1
1534,1,634950,4331310,1
1535,1,634980,4331310,1
1536,2,635010,4331310,2
1537,2,635040,4331310,2
1538,2,635070,4331310,2
1539,2,635100,4331310,2
1540,1,635130,4331310,1
1541,1,635160,4331310,1
1542,1,635190,4331310,1
1543,1,635220,4331310,1
1544,1,635250,4331310,1
1545,1,635280,4331310,1
1546,1,635310,4331310,1
1547,1,635340,4331310,1
1548,1,635370,4331310,1
1549,2,635400,4331310,2
1550,2,635430,4331310,2
1551,2,635460,4331310,2
1552,2,635490,4331310,2
1553,2,635520,4331310,2
1554,1,635550,4331310,1
1555,1,635580,4331310,1
1556,1,635610,4331310,1
1557,1,635640,4331310,1
1558,1,635670,4331310,1
1559,1,635700,4331310,1
1560,1,635730,4331310,1
1561,1,635760,4331310,1
1562,1,635790,4331310,1
1563,2,635820,4331310,2
1564,2,635850,4331310,2
1565,2,635880,4331310,2
1566,1,635910,4331310,1
1567,1,635940,4331310,1
1568,1,635970,4331310,1
1569,2,636000,4331310,2
1570,2,636030,4331310,2
1571,1,636060,4331310,1
1572,1,636090,4331310,1
1573,1,636120,4331310,1
1574,1,634020,4331280,1
1575,1,634050,4331280,1
1576,1,634080,4331280,1
1577,1,634110,4331280,1
1578,1,634140,4331280,1
1579,1,634170,4331280,1
1580,2,634200,4331280,2
1581,2,634230,4331280,2
1582,2,634260,4331280,2
1583,2,634290,4331280,2
1584,2,634320,4331280,2
1585,1,634350,4331280,1
1586,1,634380,4331280,1
1587,1,634410,4331280,1
1588,1,634440,4331280,1
1589,1,634470,4331280,1
1590,1,634500,4331280,1
1591,1,634530,4331280,1
1592,1,634560,4331280,1
1593,1,634590,4331280,1
1594,1,634620,4331280,1
1595,1,634650,4331280,1
1596,1,634680,4331280,1
1597,1,634710,4331280,1
1598,2,634740,4331280,2
1599,1,634770,4331280,1
1600,1,634800,4331280,1
1601,2,634830,4331280,2
1602,2,634860,4331280,2
1603,1,634890,4331280,1
1604,1,634920,4331280,1
1605,1,634950,4331280,1
1606,1,634980,4331280,1
1607,1,635010,4331280,1
1608,2,635040,4331280,2
1609,2,635070,4331280,2
1610,2,635100,4331280,2
1611,1,635130,4331280,1
1612,1,635160,4331280,1
1613,1,635190,4331280,1
1614,1,635220,4331280,1
1615,1,635250,4331280,1
1616,1,635280,4331280,1
1617,1,635310,4331280,1
1618,2,635340,4331280,2
1619,2,635370,4331280,2
1620,2,635400,4331280,2
1621,1,635430,4331280,1
1622,2,635460,4331280,2
1623,2,635490,4331280,2
1624,2,635520,4331280,2
1625,2,635550,4331280,2
1626,2,635580,4331280,2
1627,1,635610,4331280,1
1628,1,635640,4331280,1
1629,1,635670,4331280,1
1630,1,635700,4331280,1
1631,1,635730,4331280,1
1632,1,635760,4331280,1
1633,1,635790,4331280,1
1634,1,635820,4331280,1
1635,1,635850,4331280,1
1636,1,635880,4331280,1
1637,1,635910,4331280,1
1638,1,635940,4331280,1
1639,2,635970,4331280,2
1640,2,636000,4331280,2
1641,2,636030,4331280,2
1642,1,636060,4331280,1
1643,1,636090,4331280,1
1644,1,636120,4331280,1
1645,1,634050,4331250,1
1646,1,634080,4331250,1
1647,1,634110,4331250,1
1648,1,634140,4331250,1
1649,1,634170,4331250,1
1650,1,634200,4331250,1
1651,1,634230,4331250,1
1652,2,634260,4331250,2
1653,2,634290,4331250,2
1654,1,634320,4331250,1
1655,1,634350,4331250,1
1656,1,634380,4331250,1
1657,1,634410,4331250,1
1658,1,634440,4331250,1
1659,1,634470,4331250,1
1660,1,634500,4331250,1
1661,1,634530,4331250,1
1662,1,634560,4331250,1
1663,1,634590,4331250,1
1664,1,634620,4331250,1
1665,1,634650,4331250,1
1666,1,634680,4331250,1
1667,1,634710,4331250,1
1668,1,634740,4331250,1
1669,1,634770,4331250,1
1670,2,634800,4331250,2
1671,2,634830,4331250,2
1672,1,634860,4331250,1
1673,1,634890,4331250,1
1674,1,634920,4331250,1
1675,1,634950,4331250,1
1676,1,634980,4331250,1
1677,1,635010,4331250,1
1678,2,635040,4331250,2
1679,2,635070,4331250,2
1680,2,635100,4331250,2
1681,2,635130,4331250,2
1682,1,635160,4331250,1
1683,1,635190,4331250,1
1684,1,635220,4331250,1
1685,1,635250,4331250,1
1686,1,635280,4331250,1
1687,1,635310,4331250,1
1688,1,635340,4331250,1
1689,2,635370,4331250,2
1690,1,635400,4331250,1
1691,2,635430,4331250,2
1692,1,635460,4331250,1
1693,2,635490,4331250,2
1694,2,635520,4331250,2
1695,2,635550,4331250,2
1696,2,635580,4331250,2
1697,2,635610,4331250,2
1698,1,635640,4331250,1
1699,1,635670,4331250,1
1700,1,635700,4331250,1
1701,1,635730,4331250,1
1702,1,635760,4331250,1
1703,1,635790,4331250,1
1704,1,635820,4331250,1
1705,1,635850,4331250,1
1706,1,635880,4331250,1
1707,1,635910,4331250,1
1708,1,635940,4331250,1
1709,1,635970,4331250,1
1710,1,636000,4331250,1
1711,1,636030,4331250,1
1712,1,636060,4331250,1
1713,1,636090,4331250,1
1714,1,636120,4331250,1
1715,1,634260,4331220,1
1716,1,634290,4331220,1
1717,1,634320,4331220,1
1718,1,634350,4331220,1
1719,1,634380,4331220,1
1720,1,634410,4331220,1
1721,1,634440,4331220,1
1722,1,634470,4331220,1
1723,1,634500,4331220,1
1724,1,634530,4331220,1
1725,1,634560,4331220,1
1726,1,634590,4331220,1
1727,1,634620,4331220,1
1728,1,634650,4331220,1
1729,1,634680,4331220,1
1730,1,634710,4331220,1
1731,1,634740,4331220,1
1732,2,634770,4331220,2
1733,2,634800,4331220,2
1734,2,634830,4331220,2
1735,2,634860,4331220,2
1736,2,634890,4331220,2
1737,1,634920,4331220,1
1738,1,634950,4331220,1
1739,1,634980,4331220,1
1740,2,635010,4331220,2
1741,2,635040,4331220,2
1742,2,635070,4331220,2
1743,2,635100,4331220,2
1744,2,635130,4331220,2
1745,2,635160,4331220,2
1746,1,635190,4331220,1
1747,1,635220,4331220,1
1748,1,635250,4331220,1
1749,1,635280,4331220,1
1750,1,635310,4331220,1
1751,1,635340,4331220,1
1752,1,635370,4331220,1
1753,1,635400,4331220,1
1754,2,635430,4331220,2
1755,2,635460,4331220,2
1756,2,635490,4331220,2
1757,2,635520,4331220,2
1758,2,635550,4331220,2
1759,2,635580,4331220,2
1760,1,635610,4331220,1
1761,1,635640,4331220,1
1762,1,635670,4331220,1
1763,1,635700,4331220,1
1764,1,635730,4331220,1
1765,1,635760,4331220,1
1766,1,635790,4331220,1
1767,1,635820,4331220,1
1768,1,635850,4331220,1
1769,1,635880,4331220,1
1770,1,635910,4331220,1
1771,1,635940,4331220,1
1772,1,635970,4331220,1
1773,1,636000,4331220,1
1774,1,636030,4331220,1
1775,1,636060,4331220,1
1776,1,636090,4331220,1
1777,1,636120,4331220,1
1778,1,634260,4331190,1
1779,1,634290,4331190,1
1780,1,634320,4331190,1
1781,1,634350,4331190,1
1782,1,634380,4331190,1
1783,1,634410,4331190,1
1784,1,634440,4331190,1
1785,1,634470,4331190,1
1786,1,634500,4331190,1
1787,1,634530,4331190,1
1788,1,634560,4331190,1
1789,1,634590,4331190,1
1790,1,634620,4331190,1
1791,1,634650,4331190,1
1792,1,634680,4331190,1
1793,1,634710,4331190,1
1794,1,634740,4331190,1
1795,2,634770,4331190,2
1796,2,634800,4331190,2
1797,2,634830,4331190,2
1798,2,634860,4331190,2
1799,2,634890,4331190,2
1800,1,634920,4331190,1
1801,1,634950,4331190,1
1802,2,634980,4331190,2
1803,2,635010,4331190,2
1804,2,635040,4331190,2
1805,1,635070,4331190,1
1806,1,635100,4331190,1
1807,2,635130,4331190,2
1808,1,635160,4331190,1
1809,1,635190,4331190,1
1810,1,635220,4331190,1
1811,1,635250,4331190,1
1812,1,635280,4331190,1
1813,1,635310,4331190,1
1814,1,635340,4331190,1
1815,1,635370,4331190,1
1816,1,635400,4331190,1
1817,1,635430,4331190,1
1818,2,635460,4331190,2
1819,1,635490,4331190,1
1820,1,635520,4331190,1
1821,2,635550,4331190,2
1822,2,635580,4331190,2
1823,1,635610,4331190,1
1824,1,635640,4331190,1
1825,1,635670,4331190,1
1826,1,635700,4331190,1
1827,1,635730,4331190,1
1828,1,635760,4331190,1
1829,1,635790,4331190,1
1830,1,635820,4331190,1
1831,1,635850,4331190,1
1832,1,635880,4331190,1
1833,1,635910,4331190,1
1834,1,635940,4331190,1
1835,1,635970,4331190,1
1836,1,636000,4331190,1
1837,1,636030,4331190,1
1838,1,636060,4331190,1
1839,1,636090,4331190,1
1840,1,636120,4331190,1
1841,1,634260,4331160,1
1842,1,634290,4331160,1
1843,1,634320,4331160,1
1844,1,634350,4331160,1
1845,1,634380,4331160,1
1846,1,634410,4331160,1
1847,1,634440,4331160,1
1848,1,634470,4331160,1
1849,1,634500,4331160,1
1850,1,634530,4331160,1
1851,1,634560,4331160,1
1852,1,634590,4331160,1
1853,1,634620,4331160,1
1854,1,634650,4331160,1
1855,1,634680,4331160,1
1856,1,634710,4331160,1
1857,1,634740,4331160,1
1858,2,634770,4331160,2
1859,2,634800,4331160,2
1860,2,634830,4331160,2
1861,2,634860,4331160,2
1862,2,634890,4331160,2
1863,1,634920,4331160,1
1864,2,634950,4331160,2
1865,2,634980,4331160,2
1866,2,635010,4331160,2
1867,2,635040,4331160,2
1868,1,635070,4331160,1
1869,1,635100,4331160,1
1870,1,635130,4331160,1
1871,1,635160,4331160,1
1872,1,635190,4331160,1
1873,1,635220,4331160,1
1874,1,635250,4331160,1
1875,1,635280,4331160,1
1876,1,635310,4331160,1
1877,1,635340,4331160,1
1878,1,635370,4331160,1
1879,1,635400,4331160,1
1880,1,635430,4331160,1
1881,2,635460,4331160,2
1882,2,635490,4331160,2
1883,1,635520,4331160,1
1884,1,635550,4331160,1
1885,2,635580,4331160,2
1886,1,635610,4331160,1
1887,1,635640,4331160,1
1888,1,635670,4331160,1
1889,1,635700,4331160,1
1890,1,635730,4331160,1
1891,1,635760,4331160,1
1892,1,635790,4331160,1
1893,1,635820,4331160,1
1894,1,635850,4331160,1
1895,1,635880,4331160,1
1896,1,635910,4331160,1
1897,1,635940,4331160,1
1898,1,635970,4331160,1
1899,1,636000,4331160,1
1900,1,636030,4331160,1
1901,1,636060,4331160,1
1902,1,636090,4331160,1
1903,1,636120,4331160,1
1904,2,636150,4331160,2
1905,1,636180,4331160,1
1906,1,634380,4331130,1
1907,1,634410,4331130,1
1908,1,634440,4331130,1
1909,1,634470,4331130,1
1910,1,634500,4331130,1
1911,1,634530,4331130,1
1912,1,634560,4331130,1
1913,1,634590,4331130,1
1914,1,634620,4331130,1
1915,1,634650,4331130,1
1916,1,634680,4331130,1
1917,1,634710,4331130,1
1918,1,634740,4331130,1
1919,2,634770,4331130,2
1920,2,634800,4331130,2
1921,2,634830,4331130,2
1922,2,634860,4331130,2
1923,2,634890,4331130,2
1924,2,634920,4331130,2
1925,2,634950,4331130,2
1926,2,634980,4331130,2
1927,1,635010,4331130,1
1928,2,635040,4331130,2
1929,1,635070,4331130,1
1930,1,635100,4331130,1
1931,1,635130,4331130,1
1932,1,635160,4331130,1
1933,1,635190,4331130,1
1934,1,635220,4331130,1
1935,1,635250,4331130,1
1936,1,635280,4331130,1
1937,1,635310,4331130,1
1938,1,635340,4331130,1
1939,1,635370,4331130,1
1940,1,635400,4331130,1
1941,1,635430,4331130,1
1942,2,635460,4331130,2
1943,1,635490,4331130,1
1944,1,635520,4331130,1
1945,1,635550,4331130,1
1946,2,635580,4331130,2
1947,2,635610,4331130,2
1948,1,635640,4331130,1
1949,1,635670,4331130,1
1950,1,635700,4331130,1
1951,1,635730,4331130,1
1952,1,635760,4331130,1
1953,1,635790,4331130,1
1954,1,635820,4331130,1
1955,1,635850,4331130,1
1956,1,635880,4331130,1
1957,1,635910,4331130,1
1958,1,635940,4331130,1
1959,1,635970,4331130,1
1960,1,636000,4331130,1
1961,1,636030,4331130,1
1962,1,636060,4331130,1
1963,1,636090,4331130,1
1964,1,636120,4331130,1
1965,2,636150,4331130,2
1966,2,636180,4331130,2
1967,1,636210,4331130,1
1968,1,634590,4331100,1
1969,1,634620,4331100,1
1970,1,634650,4331100,1
1971,1,634680,4331100,1
1972,1,634710,4331100,1
1973,1,634740,4331100,1
1974,2,634770,4331100,2
1975,2,634800,4331100,2
1976,2,634830,4331100,2
1977,2,634860,4331100,2
1978,2,634890,4331100,2
1979,2,634920,4331100,2
1980,2,634950,4331100,2
1981,1,634980,4331100,1
1982,1,635010,4331100,1
1983,1,635040,4331100,1
1984,1,635070,4331100,1
1985,1,635100,4331100,1
1986,1,635130,4331100,1
1987,1,635160,4331100,1
1988,1,635190,4331100,1
1989,1,635220,4331100,1
1990,1,635250,4331100,1
1991,1,635280,4331100,1
1992,1,635310,4331100,1
1993,2,635340,4331100,2
1994,1,635370,4331100,1
1995,2,635400,4331100,2
1996,2,635430,4331100,2
1997,1,635460,4331100,1
1998,1,635490,4331100,1
1999,1,635520,4331100,1
2000,1,635550,4331100,1
2001,2,635580,4331100,2
2002,2,635610,4331100,2
2003,1,635640,4331100,1
2004,1,635670,4331100,1
2005,1,635700,4331100,1
2006,1,635730,4331100,1
2007,1,635760,4331100,1
2008,1,635790,4331100,1
2009,1,635820,4331100,1
2010,1,635850,4331100,1
2011,1,635880,4331100,1
2012,1,635910,4331100,1
2013,1,635940,4331100,1
2014,1,635970,4331100,1
2015,1,636000,4331100,1
2016,1,636030,4331100,1
2017,1,636060,4331100,1
2018,1,636090,4331100,1
2019,1,636120,4331100,1
2020,1,636150,4331100,1
2021,1,636180,4331100,1
2022,1,636210,4331100,1
2023,1,636240,4331100,1
2024,1,634590,4331070,1
2025,2,634620,4331070,2
2026,1,634650,4331070,1
2027,1,634680,4331070,1
2028,1,634710,4331070,1
2029,2,634740,4331070,2
2030,2,634770,4331070,2
2031,2,634800,4331070,2
2032,2,634830,4331070,2
2033,2,634860,4331070,2
2034,2,634890,4331070,2
2035,1,634920,4331070,1
2036,1,634950,4331070,1
2037,1,634980,4331070,1
2038,1,635010,4331070,1
2039,1,635040,4331070,1
2040,1,635070,4331070,1
2041,1,635100,4331070,1
2042,1,635130,4331070,1
2043,1,635160,4331070,1
2044,1,635190,4331070,1
2045,1,635220,4331070,1
2046,1,635250,4331070,1
2047,1,635280,4331070,1
2048,1,635310,4331070,1
2049,1,635340,4331070,1
2050,1,635370,4331070,1
2051,2,635400,4331070,2
2052,2,635430,4331070,2
2053,1,635460,4331070,1
